Date,SLEV(metres),StationID,
2005-12-12,3.03,7735,
2005-12-13,2.964,7735,
2005-12-14,2.975,7735,
2005-12-15,3.035,7735,
2005-12-16,3.109,7735,
2005-12-17,3.113,7735,
2005-12-18,3.078,7735,
2005-12-19,3.149,7735,
2005-12-20,3.238,7735,
2005-12-21,3.302,7735,
2005-12-22,3.454,7735,
2005-12-23,3.216,7735,
2005-12-24,3.326,7735,
2005-12-25,3.422,7735,
2005-12-26,3.451,7735,
2005-12-27,3.454,7735,
2005-12-28,3.53,7735,
2005-12-29,3.389,7735,
2005-12-30,3.682,7735,
2005-12-31,3.709,7735,
2006-01-01,3.65,7735,
2006-01-02,3.521,7735,
2006-01-03,3.312,7735,
2006-01-04,3.1,7735,
2006-01-05,3.192,7735,
2006-01-06,3.235,7735,
2006-01-07,3.309,7735,
2006-01-08,3.147,7735,
2006-01-09,3.34,7735,
2006-01-10,3.478,7735,
2006-01-11,3.484,7735,
2006-01-12,3.38,7735,
2006-01-13,3.537,7735,
2006-01-14,3.393,7735,
2006-01-15,3.178,7735,
2006-01-16,3.257,7735,
2006-01-17,3.386,7735,
2006-01-18,3.265,7735,
2006-01-19,3.154,7735,
2006-01-20,3.19,7735,
2006-01-21,3.011,7735,
2006-01-22,2.956,7735,
2006-01-23,2.952,7735,
2006-01-24,3.043,7735,
2006-01-25,3.252,7735,
2006-01-26,3.291,7735,
2006-01-27,3.292,7735,
2006-01-28,3.502,7735,
2006-01-29,3.391,7735,
2006-01-30,3.513,7735,
2006-01-31,3.415,7735,
2006-02-01,3.488,7735,
2006-02-02,3.289,7735,
2006-02-03,3.166,7735,
2006-02-04,3.614,7735,
2006-02-05,3.058,7735,
2006-02-06,3.334,7735,
2006-02-07,2.743,7735,
2006-02-08,3.015,7735,
2006-02-09,2.906,7735,
2006-02-10,2.975,7735,
2006-02-11,3.039,7735,
2006-02-12,2.979,7735,
2006-02-13,2.976,7735,
2006-02-14,2.91,7735,
2006-02-15,2.887,7735,
2006-02-16,2.844,7735,
2006-02-17,2.748,7735,
2006-02-18,2.835,7735,
2006-02-19,2.892,7735,
2006-02-20,2.904,7735,
2006-02-21,2.926,7735,
2006-02-22,2.973,7735,
2006-02-23,3.038,7735,
2006-02-24,2.88,7735,
2006-02-25,2.945,7735,
2006-02-26,3.142,7735,
2006-02-27,3.351,7735,
2006-02-28,3.242,7735,
2006-03-01,3.175,7735,
2006-03-02,3.314,7735,
2006-03-03,3.252,7735,
2006-03-04,3.198,7735,
2006-03-05,3.237,7735,
2006-03-06,3.399,7735,
2006-03-07,3.279,7735,
2006-03-08,3.382,7735,
2006-03-09,3.319,7735,
2006-03-10,3.282,7735,
2006-03-11,3.173,7735,
2006-03-12,3.083,7735,
2006-03-13,3.106,7735,
2006-03-14,3.24,7735,
2006-03-15,3.231,7735,
2006-03-16,3.273,7735,
2006-03-17,3.249,7735,
2006-03-18,3.11,7735,
2006-03-19,3.027,7735,
2006-03-20,3.093,7735,
2006-03-21,3.101,7735,
2006-03-22,3.121,7735,
2006-03-23,3.218,7735,
2006-03-24,3.304,7735,
2006-03-25,3.272,7735,
2006-03-26,3.149,7735,
2006-03-27,3.193,7735,
2006-03-28,3.26,7735,
2006-03-29,3.223,7735,
2006-03-30,3.17,7735,
2006-03-31,3.231,7735,
2006-04-01,3.219,7735,
2006-04-02,3.207,7735,
2006-04-03,3.206,7735,
2006-04-04,3.214,7735,
2006-04-05,3.225,7735,
2006-04-06,3.13,7735,
2006-04-07,3.166,7735,
2006-04-08,3.229,7735,
2006-04-09,3.208,7735,
2006-04-10,3.274,7735,
2006-04-11,3.241,7735,
2006-04-12,3.191,7735,
2006-04-13,3.211,7735,
2006-04-14,3.398,7735,
2006-04-15,3.367,7735,
2006-04-16,3.321,7735,
2006-04-17,3.286,7735,
2006-04-18,3.023,7735,
2006-04-19,3.089,7735,
2006-04-20,3.089,7735,
2006-04-21,3.024,7735,
2006-04-22,2.902,7735,
2006-04-23,2.924,7735,
2006-04-24,2.997,7735,
2006-04-25,3.082,7735,
2006-04-26,3.099,7735,
2006-04-27,3.01,7735,
2006-04-28,3.028,7735,
2006-04-29,3.036,7735,
2006-04-30,2.897,7735,
2006-05-01,2.906,7735,
2006-05-02,2.768,7735,
2006-05-03,2.822,7735,
2006-05-04,2.877,7735,
2006-05-05,2.996,7735,
2006-05-06,3,7735,
2006-05-07,3.119,7735,
2006-05-08,3.003,7735,
2006-05-09,2.922,7735,
2006-05-10,2.95,7735,
2006-05-11,2.936,7735,
2006-05-12,2.995,7735,
2006-05-13,2.953,7735,
2006-05-14,2.911,7735,
2006-05-15,2.995,7735,
2006-05-16,3.019,7735,
2006-05-17,2.993,7735,
2006-05-18,3.012,7735,
2006-05-19,3.05,7735,
2006-05-20,3.054,7735,
2006-05-21,3.126,7735,
2006-05-22,3.211,7735,
2006-05-23,3.205,7735,
2006-05-24,3.198,7735,
2006-05-25,3.206,7735,
2006-05-26,3.279,7735,
2006-05-27,3.223,7735,
2006-05-28,3.136,7735,
2006-05-29,3.047,7735,
2006-05-30,3.008,7735,
2006-05-31,3.04,7735,
2006-06-01,3.076,7735,
2006-06-02,3.112,7735,
2006-06-03,3.046,7735,
2006-06-04,3.17,7735,
2006-06-05,3.108,7735,
2006-06-06,3.084,7735,
2006-06-07,3.199,7735,
2006-06-08,3.088,7735,
2006-06-09,3.072,7735,
2006-06-10,3.09,7735,
2006-06-11,3.127,7735,
2006-06-12,3.134,7735,
2006-06-13,3.105,7735,
2006-06-14,3.124,7735,
2006-06-15,3.099,7735,
2006-06-16,3.117,7735,
2006-06-17,3.01,7735,
2006-06-18,3.011,7735,
2006-06-19,2.976,7735,
2006-06-20,2.951,7735,
2006-06-21,3.049,7735,
2006-06-22,2.964,7735,
2006-06-23,2.937,7735,
2006-06-24,2.941,7735,
2006-06-25,2.935,7735,
2006-06-26,2.981,7735,
2006-06-27,3.058,7735,
2006-06-28,3.315,7735,
2006-06-29,3.014,7735,
2006-06-30,3.019,7735,
2006-07-01,3.057,7735,
2006-07-02,3.097,7735,
2006-07-03,3.104,7735,
2006-07-04,3.108,7735,
2006-07-05,3.118,7735,
2006-07-06,3.122,7735,
2006-07-07,2.989,7735,
2006-07-08,3.015,7735,
2006-07-09,3.078,7735,
2006-07-10,3.107,7735,
2006-07-11,3.104,7735,
2006-07-12,3.09,7735,
2006-07-13,3.059,7735,
2006-07-14,3.066,7735,
2006-07-15,3.043,7735,
2006-07-16,3.019,7735,
2006-07-17,3.016,7735,
2006-07-18,3.014,7735,
2006-07-19,3.029,7735,
2006-07-20,2.986,7735,
2006-07-21,2.996,7735,
2006-07-22,3.055,7735,
2006-07-23,3.097,7735,
2006-07-24,3.113,7735,
2006-07-25,3.14,7735,
2006-07-26,2.953,7735,
2006-07-27,3.299,7735,
2006-07-28,3.091,7735,
2006-07-29,3.151,7735,
2006-07-30,3.138,7735,
2006-07-31,3.12,7735,
2006-08-01,3.125,7735,
2006-08-02,3.094,7735,
2006-08-03,3.096,7735,
2006-08-04,3.077,7735,
2006-08-05,3.061,7735,
2006-08-06,3.08,7735,
2006-08-07,3.157,7735,
2006-08-08,3.121,7735,
2006-08-09,3.086,7735,
2006-08-10,3.086,7735,
2006-08-11,3.05,7735,
2006-08-12,3.045,7735,
2006-08-13,3.052,7735,
2006-08-14,3.074,7735,
2006-08-15,3.073,7735,
2006-08-16,3.089,7735,
2006-08-17,3.033,7735,
2006-08-18,3.01,7735,
2006-08-19,2.998,7735,
2006-08-20,3,7735,
2006-08-21,3.02,7735,
2006-08-22,2.881,7735,
2006-08-23,3.036,7735,
2006-08-24,3.026,7735,
2006-08-25,3.003,7735,
2006-08-26,2.992,7735,
2006-08-27,2.996,7735,
2006-08-28,2.943,7735,
2006-08-29,3.126,7735,
2006-08-30,3.077,7735,
2006-08-31,2.996,7735,
2006-09-01,2.986,7735,
2006-09-02,3.018,7735,
2006-09-03,3.039,7735,
2006-09-04,3.032,7735,
2006-09-05,2.949,7735,
2006-09-06,2.948,7735,
2006-09-07,3.006,7735,
2006-09-08,3.11,7735,
2006-09-09,3.105,7735,
2006-09-10,3.038,7735,
2006-09-11,3.043,7735,
2006-09-12,3.026,7735,
2006-09-13,3.01,7735,
2006-09-14,3.053,7735,
2006-09-15,3.039,7735,
2006-09-16,2.926,7735,
2006-09-17,2.939,7735,
2006-09-18,3.03,7735,
2006-09-19,3.018,7735,
2006-09-20,3.01,7735,
2006-09-21,3.04,7735,
2006-09-22,2.925,7735,
2006-09-23,2.935,7735,
2006-09-24,2.997,7735,
2006-09-25,3.039,7735,
2006-09-26,3.065,7735,
2006-09-27,3.077,7735,
2006-09-28,3.059,7735,
2006-09-29,3.058,7735,
2006-09-30,3.065,7735,
2006-10-01,3.006,7735,
2006-10-02,2.954,7735,
2006-10-03,2.888,7735,
2006-10-04,2.887,7735,
2006-10-05,2.969,7735,
2006-10-06,3.041,7735,
2006-10-07,3.024,7735,
2006-10-08,3.036,7735,
2006-10-09,3.006,7735,
2006-10-10,3.042,7735,
2006-10-11,3.032,7735,
2006-10-12,3.055,7735,
2006-10-13,3.058,7735,
2006-10-14,3.042,7735,
2006-10-15,3.116,7735,
2006-10-16,3.059,7735,
2006-10-17,2.924,7735,
2006-10-18,2.939,7735,
2006-10-19,3.008,7735,
2006-10-20,2.9,7735,
2006-10-21,2.91,7735,
2006-10-22,2.984,7735,
2006-10-23,2.952,7735,
2006-10-24,3.108,7735,
2006-10-25,2.921,7735,
2006-10-26,2.974,7735,
2006-10-27,2.94,7735,
2006-10-28,2.942,7735,
2006-10-29,2.975,7735,
2006-10-30,2.781,7735,
2006-10-31,2.777,7735,
2006-11-01,2.822,7735,
2006-11-02,3.058,7735,
2006-11-03,3.244,7735,
2006-11-04,3.336,7735,
2006-11-05,3.31,7735,
2006-11-06,3.529,7735,
2006-11-07,3.478,7735,
2006-11-08,3.114,7735,
2006-11-09,3.165,7735,
2006-11-10,3.329,7735,
2006-11-11,3.21,7735,
2006-11-12,3.272,7735,
2006-11-13,3.424,7735,
2006-11-14,3.121,7735,
2006-11-15,3.549,7735,
2006-11-16,3.301,7735,
2006-11-17,3.334,7735,
2006-11-18,3.158,7735,
2006-11-19,3.399,7735,
2006-11-20,3.329,7735,
2006-11-21,3.495,7735,
2006-11-22,3.41,7735,
2006-11-23,3.384,7735,
2006-11-24,2.944,7735,
2006-11-25,3.137,7735,
2006-11-26,3.262,7735,
2006-11-27,3.066,7735,
2006-11-28,2.824,7735,
2006-11-29,2.804,7735,
2006-11-30,2.959,7735,
2006-12-01,2.55,7735,
2006-12-02,2.871,7735,
2006-12-03,2.96,7735,
2006-12-04,2.955,7735,
2006-12-05,3.09,7735,
2006-12-06,3.083,7735,
2006-12-07,3.109,7735,
2006-12-08,3.183,7735,
2006-12-09,3.234,7735,
2006-12-10,3.19,7735,
2006-12-11,3.44,7735,
2006-12-12,3.259,7735,
2006-12-13,3.47,7735,
2006-12-14,3.374,7735,
2006-12-15,3.381,7735,
2006-12-16,3.236,7735,
2006-12-17,3.129,7735,
2006-12-18,3.074,7735,
2006-12-19,3.169,7735,
2006-12-20,3.271,7735,
2006-12-21,3.378,7735,
2006-12-22,3.06,7735,
2006-12-23,3.204,7735,
2006-12-24,3.211,7735,
2006-12-25,3.136,7735,
2006-12-26,3.149,7735,
2006-12-27,2.823,7735,
2006-12-28,2.837,7735,
2006-12-29,3.046,7735,
2006-12-30,3.001,7735,
2006-12-31,3.089,7735,
2007-01-01,3.204,7735,
2007-01-02,3.695,7735,
2007-01-03,3.273,7735,
2007-01-04,3.317,7735,
2007-01-05,3.215,7735,
2007-01-06,3.172,7735,
2007-01-07,3.139,7735,
2007-01-08,2.913,7735,
2007-01-09,3.381,7735,
2007-01-10,3.047,7735,
2007-01-11,2.741,7735,
2007-01-12,2.951,7735,
2007-01-13,2.597,7735,
2007-01-14,2.861,7735,
2007-01-15,2.84,7735,
2007-01-16,2.913,7735,
2007-01-17,2.896,7735,
2007-01-18,2.963,7735,
2007-01-19,3.12,7735,
2007-01-20,3.173,7735,
2007-01-21,2.934,7735,
2007-01-22,2.934,7735,
2007-01-23,2.869,7735,
2007-01-24,2.897,7735,
2007-01-25,2.925,7735,
2007-01-26,2.812,7735,
2007-01-27,2.944,7735,
2007-01-28,2.952,7735,
2007-01-29,3.006,7735,
2007-01-30,2.941,7735,
2007-01-31,3.009,7735,
2007-02-01,2.96,7735,
2007-02-02,2.921,7735,
2007-02-03,3.027,7735,
2007-02-04,2.995,7735,
2007-02-05,3.006,7735,
2007-02-06,3.023,7735,
2007-02-07,3.113,7735,
2007-02-08,3.102,7735,
2007-02-09,3.214,7735,
2007-02-10,2.958,7735,
2007-02-11,3.263,7735,
2007-02-12,3.127,7735,
2007-02-13,3.019,7735,
2007-02-14,3.03,7735,
2007-02-15,3.087,7735,
2007-02-16,3.152,7735,
2007-02-17,3.174,7735,
2007-02-18,3.169,7735,
2007-02-19,3.179,7735,
2007-02-20,3.256,7735,
2007-02-21,3.077,7735,
2007-02-22,3.115,7735,
2007-02-23,3.248,7735,
2007-02-24,2.919,7735,
2007-02-25,3.304,7735,
2007-02-26,3.192,7735,
2007-02-27,3.177,7735,
2007-02-28,3.191,7735,
2007-03-01,2.963,7735,
2007-03-02,3.087,7735,
2007-03-03,2.866,7735,
2007-03-04,2.963,7735,
2007-03-05,3.018,7735,
2007-03-06,3.141,7735,
2007-03-07,3.171,7735,
2007-03-08,3.113,7735,
2007-03-09,3.187,7735,
2007-03-10,3.138,7735,
2007-03-11,3.23,7735,
2007-03-12,3.139,7735,
2007-03-13,3.052,7735,
2007-03-14,2.925,7735,
2007-03-15,2.859,7735,
2007-03-16,3.198,7735,
2007-03-17,2.883,7735,
2007-03-18,3.086,7735,
2007-03-19,3.322,7735,
2007-03-20,3.312,7735,
2007-03-21,3.149,7735,
2007-03-22,3.122,7735,
2007-03-23,3.075,7735,
2007-03-24,3.11,7735,
2007-03-25,2.993,7735,
2007-03-26,3.026,7735,
2007-03-27,2.947,7735,
2007-03-28,2.784,7735,
2007-03-29,2.887,7735,
2007-03-30,3.144,7735,
2007-03-31,2.906,7735,
2007-04-01,2.981,7735,
2007-04-02,3.092,7735,
2007-04-03,3.087,7735,
2007-04-04,3.114,7735,
2007-04-05,3.075,7735,
2007-04-06,3.026,7735,
2007-04-07,3.081,7735,
2007-04-08,3.161,7735,
2007-04-09,3.182,7735,
2007-04-10,3.251,7735,
2007-04-11,2.821,7735,
2007-04-12,2.992,7735,
2007-04-13,3.312,7735,
2007-04-14,2.927,7735,
2007-04-15,2.981,7735,
2007-04-16,3.245,7735,
2007-04-17,3.297,7735,
2007-04-18,3.345,7735,
2007-04-19,3.344,7735,
2007-04-20,3.364,7735,
2007-04-21,3.086,7735,
2007-04-22,3.049,7735,
2007-04-23,3.199,7735,
2007-04-24,2.795,7735,
2007-04-25,2.99,7735,
2007-04-26,3.186,7735,
2007-04-27,3.044,7735,
2007-04-28,2.926,7735,
2007-04-29,2.99,7735,
2007-04-30,3.12,7735,
2007-05-01,3.038,7735,
2007-05-02,3.158,7735,
2007-05-03,2.924,7735,
2007-05-04,3.286,7735,
2007-05-05,2.812,7735,
2007-05-06,3.046,7735,
2007-05-07,2.89,7735,
2007-05-08,2.995,7735,
2007-05-09,2.893,7735,
2007-05-10,2.858,7735,
2007-05-11,2.891,7735,
2007-05-12,2.929,7735,
2007-05-13,2.896,7735,
2007-05-14,2.916,7735,
2007-05-15,3.016,7735,
2007-05-16,3.051,7735,
2007-05-17,3.061,7735,
2007-05-18,3.02,7735,
2007-05-19,3.02,7735,
2007-05-20,3.045,7735,
2007-05-21,2.982,7735,
2007-05-22,2.906,7735,
2007-05-23,2.927,7735,
2007-05-24,2.98,7735,
2007-05-25,3.016,7735,
2007-05-26,3.028,7735,
2007-05-27,3.036,7735,
2007-05-28,2.964,7735,
2007-05-29,2.99,7735,
2007-05-30,3.006,7735,
2007-05-31,3.046,7735,
2007-06-01,3.077,7735,
2007-06-02,3.093,7735,
2007-06-03,3.111,7735,
2007-06-04,3.086,7735,
2007-06-05,3.09,7735,
2007-06-06,3.05,7735,
2007-06-07,2.959,7735,
2007-06-08,3,7735,
2007-06-09,3.125,7735,
2007-06-10,3.147,7735,
2007-06-11,3.102,7735,
2007-06-12,3.056,7735,
2007-06-13,2.88,7735,
2007-06-14,3.023,7735,
2007-06-15,3.061,7735,
2007-06-16,3.04,7735,
2007-06-17,2.957,7735,
2007-06-18,2.944,7735,
2007-06-19,2.992,7735,
2007-06-20,3.015,7735,
2007-06-21,3.012,7735,
2007-06-22,3.066,7735,
2007-06-23,3.081,7735,
2007-06-24,3.072,7735,
2007-06-25,2.992,7735,
2007-06-26,3.022,7735,
2007-06-27,3.043,7735,
2007-06-28,3.1,7735,
2007-06-29,3.107,7735,
2007-06-30,3.016,7735,
2007-07-01,3.05,7735,
2007-07-02,3.074,7735,
2007-07-03,3.029,7735,
2007-07-04,3.003,7735,
2007-07-05,2.922,7735,
2007-07-06,3.032,7735,
2007-07-07,3.027,7735,
2007-07-08,3.046,7735,
2007-07-09,2.914,7735,
2007-07-10,3.22,7735,
2007-07-11,3.118,7735,
2007-07-12,3.316,7735,
2007-07-13,3.144,7735,
2007-07-14,3.157,7735,
2007-07-15,3.178,7735,
2007-07-16,3.161,7735,
2007-07-17,3.163,7735,
2007-07-18,3.149,7735,
2007-07-19,3.127,7735,
2007-07-20,3.189,7735,
2007-07-21,3.15,7735,
2007-07-22,3.194,7735,
