Date,Q_FLAG,LATITUDE,LONGITUDE,DEPTH,VCAR,VTPK,VWH$,VCMX,VTP$,WDIR,WSPD,GSPD,WDIR2,WSPD2,GSPD2,ATMS,ATMS2,DRYT,SSTP
01/04/2021,0,49.91,124.99,14,10000,10000,0.825,2.0125,4.2125,166.7083333,7.570833333,9.4375,0,0,0,1002.7875,1002.770833,7.404166667,-51.3
01/04/2022,0,49.91,124.99,14,10000,10000,0.926086957,2.308695652,3.934782609,230.4782609,6.782608696,8.456521739,0,0,0,1006.904348,1006.878261,3.052173913,-51.3
01/05/2005,2.5,49.91,124.99,14,0.051666667,4.35,0.05,0.091666667,3.841666667,242.8333333,2.225,3.175,239.1666667,2.2125,3.208333333,1023.954167,1023.916667,1.629166667,5.825
01/05/2006,1,49.91,124.99,14,1.14125,4.832083333,1.145833333,2.291666667,4.8625,137.9166667,10.17916667,12.64166667,132.5833333,10.1875,12.7125,1016.345833,1016.075,9.270833333,8.7375
01/05/2007,1.875,49.91,124.99,14,1.19625,5.045833333,1.341666667,2.970833333,4.6625,162.2083333,10.52916667,12.95416667,159.25,11.00833333,13.65833333,1018.475,1018.554167,4.9,7.5
01/05/2008,1,49.91,124.99,14,2.254347826,6.062173913,2.260869565,5.408695652,5.839130435,121.4782609,14.20434783,17.89130435,124.826087,14.84782609,18.83478261,975.2,975.1434783,7.708695652,7.491304348
01/05/2009,1.125,49.91,124.99,14,1.007916667,4.798333333,1.0125,2.491666667,4.808333333,156.375,6.145833333,7.608333333,159.5,6.475,8.083333333,1002.85,1002.904167,3.625,7
01/05/2010,3.347826087,49.91,124.99,14,0.04,3.675217391,0.017391304,0.104347826,3.147826087,243.4347826,2.117391304,2.7,277.5652174,2.4,3.017391304,1018.782609,1018.83913,6.547826087,7.02173913
01/05/2011,1,49.91,124.99,14,1.10875,5.225833333,1.1125,2.3125,5.170833333,123,9.5125,11.92083333,121.125,9.895833333,12.45,1020.3375,1020.2125,4.316666667,7.4625
01/05/2012,1,49.91,124.99,14,0.455416667,3.679166667,0.458333333,1.375,3.675,150.8333333,4.75,6.2,151.125,4.904166667,6.508333333,1017.158333,1017.016667,-51.3,7.7125
01/05/2013,3,49.91,124.99,14,0.781666667,20.41166667,0.720833333,1.5125,3.879166667,136.9583333,6.920833333,8.441666667,137.5,7.116666667,8.820833333,1020.208333,1020.208333,6.4,6.916666667
01/05/2014,1.625,49.91,124.99,14,0.08875,22.1425,0.058333333,0.204166667,2.429166667,230.125,2.1125,2.904166667,233.125,2.270833333,3.125,1033.525,1033.529167,3.525,7.35
01/05/2015,1.818181818,49.91,124.99,14,0.308636364,17.89045455,0.295454545,0.527272727,3.340909091,284.5454545,2.677272727,3.536363636,0,0,0,1018.318182,1018.304545,4.381818182,7.168181818
01/05/2016,2.565217391,49.91,124.99,14,0.096956522,18.04521739,0.073913043,0.195652174,2.817391304,284.0434783,2.595652174,3.491304348,274.2608696,2.817391304,3.704347826,1004.382609,1004.373913,1.673913043,6.430434783
01/05/2017,3,49.91,124.99,14,0.17125,21.33833333,0.158333333,0.4125,2.895833333,216.4583333,2.216666667,3.204166667,219.8333333,2.404166667,3.454166667,1027.075,1027.070833,2.529166667,6.570833333
01/05/2018,1.875,49.91,124.99,14,0.154166667,17.50791667,0.158333333,0.258333333,2.945833333,111.2916667,2.258333333,2.9875,140.625,2.554166667,3.3125,1013.85,1013.820833,5.833333333,6.258333333
01/05/2019,3.869565217,49.91,124.99,14,0.65,27.14217391,0.560869565,1.339130435,3.417391304,108.9565217,5.895652174,7.160869565,131.5652174,6.334782609,7.730434783,1002.191304,1002.152174,8.256521739,8.32173913
01/05/2020,4,49.91,124.99,14,1.333636364,28.07590909,1.204545455,2.781818182,4.663636364,156.7272727,11.01818182,13.42272727,0,0,0,1018.327273,1018.327273,7.245454545,9.077272727
01/05/2021,0,49.91,124.99,14,10000,10000,1,3.519047619,3.780952381,136.5238095,9.285714286,11.54285714,0,0,0,1010.42381,1010.42381,7.023809524,-47.81904762
01/05/2022,0,49.91,124.99,14,10000,10000,2.991304348,5.113043478,2.87826087,323.4782609,6.413043478,7.939130435,0,0,0,1020.469565,1020.443478,-0.965217391,-51.3
01/06/2005,1.875,49.91,124.99,14,0.09875,3.395,0.091666667,0.2,3.441666667,195.7083333,2.275,3.341666667,192.6666667,2.258333333,3.4,1016.129167,1016.129167,2.229166667,6.15
01/06/2006,1,49.91,124.99,14,0.630416667,3.976666667,0.6375,1.508333333,3.958333333,171.8333333,6.55,8.329166667,166.2083333,6.483333333,8.333333333,1012.1875,1011.933333,9.566666667,8.783333333
01/06/2007,1.375,49.91,124.99,14,0.50875,4.249166667,0.666666667,1.366666667,3.916666667,197.5833333,7.245833333,9.2625,212.0416667,7.645833333,9.804166667,1015.541667,1015.625,5.85,7.629166667
01/06/2008,1,49.91,124.99,14,0.77,4.04875,0.770833333,1.7625,4.054166667,140.9583333,8.254166667,10.06666667,144.4166667,8.670833333,10.67083333,995.1666667,995.1583333,5.383333333,7.3875
01/06/2009,1.375,49.91,124.99,14,0.608333333,3.655833333,0.591666667,1.341666667,3.558333333,149.4166667,6.945833333,8.4375,137.9166667,7.270833333,8.991666667,1008.516667,1008.566667,5.395833333,6.875
01/06/2010,2.25,49.91,124.99,14,0.0875,3.397916667,0.066666667,0.270833333,2.875,109.625,2.945833333,3.583333333,99.04166667,3.2625,3.925,1025.858333,1025.916667,6.325,6.925
01/06/2011,1,49.91,124.99,14,0.386666667,3.83375,0.391666667,0.854166667,3.725,234.0416667,3.645833333,4.604166667,230.6666667,3.804166667,4.908333333,1022.65,1022.516667,5.516666667,7.8125
01/06/2012,1.75,49.91,124.99,14,0.280416667,3.157916667,0.270833333,0.916666667,3.075,193.9583333,5.420833333,6.591666667,189.6666667,5.608333333,6.925,1025.116667,1024.970833,-51.3,7.533333333
01/06/2013,2.090909091,49.91,124.99,14,0.873636364,13.29863636,0.836363636,1.490909091,4.436363636,154.5454545,6.445454545,8.15,154.9090909,6.7,8.495454545,1016.422727,1016.422727,6.436363636,7.040909091
01/06/2014,3,49.91,124.99,14,0.047083333,18.94083333,0.033333333,0.029166667,2.8625,223.0833333,1.741666667,2.745833333,277.5,1.908333333,2.929166667,1026.504167,1026.504167,3.329166667,6.958333333
01/06/2015,1.25,49.91,124.99,14,0.29,10.0125,0.279166667,0.483333333,3.629166667,245.2916667,2.279166667,2.954166667,0,0,0,1024.470833,1024.470833,6.145833333,7.308333333
01/06/2016,1.75,49.91,124.99,14,0.064583333,9.231666667,0.058333333,0.1125,5.775,254.8333333,2.1375,2.875,259.2083333,2.2875,3.075,1004.483333,1004.483333,3.229166667,6.325
01/06/2017,2.636363636,49.91,124.99,14,1.349090909,18.27772727,1.259090909,2.581818182,4.7,129.1818182,8.963636364,11.31818182,132.0454545,9.209090909,11.74545455,1015.981818,1015.963636,3.354545455,6.990909091
01/06/2018,2.695652174,49.91,124.99,14,0.213043478,23.46565217,0.173913043,0.473913043,2.760869565,279.1304348,3.469565217,4.204347826,285.8695652,3.834782609,4.660869565,1019.86087,1019.83913,5.773913043,6.830434783
01/06/2019,3.875,49.91,124.99,14,0.603333333,27.31458333,0.5125,1.304166667,3.575,142.4583333,6.166666667,7.545833333,165.7083333,6.641666667,8.129166667,991.075,991.05,7.375,8.158333333
01/06/2020,3.125,49.91,124.99,14,0.394166667,25.34458333,0.35,0.875,3.633333333,104.4166667,4.4,5.691666667,0,0,0,1020.241667,1020.241667,5.1125,9.004166667
01/06/2021,0,49.91,124.99,14,10000,10000,0.895454545,2.313636364,4.031818182,151.1818182,7.118181818,9.059090909,0,0,0,1010.740909,1010.731818,7.986363636,-51.3
01/06/2022,0,49.91,124.99,14,10000,10000,1.329166667,2.920833333,3.5875,183.8333333,5.283333333,6.833333333,0,0,0,1007.133333,1007.120833,1.275,-51.3
01/07/2005,1,49.91,124.99,14,0.271666667,2.671666667,0.266666667,0.508333333,2.666666667,252.7916667,6.241666667,7.725,232.4166667,6.383333333,7.895833333,999.9625,999.9416667,2.433333333,6.425
01/07/2006,2,49.91,124.99,14,0.090833333,3.391666667,0.079166667,0.2125,3.016666667,271.6666667,2.758333333,3.433333333,267.0416667,2.5375,3.266666667,1006.316667,1006.0375,6.5125,8.083333333
01/07/2007,1,49.91,124.99,14,1.1875,5.24625,1.320833333,2.545833333,5.141666667,161.3333333,10.4375,12.9375,157.9583333,10.90833333,13.61666667,1018.425,1018.508333,7.045833333,7.725
01/07/2008,1,49.91,124.99,14,0.393333333,3.602916667,0.4,0.883333333,3.529166667,160.3333333,4.254166667,5.425,163.2083333,4.520833333,5.766666667,1006.775,1006.75,3.345833333,7.033333333
01/07/2009,1,49.91,124.99,14,0.4625,3.752916667,0.4625,0.9375,3.783333333,174.875,3.6625,4.945833333,162.7083333,3.8875,5.220833333,1001.525,1001.570833,6.604166667,6.933333333
01/07/2010,1.125,49.91,124.99,14,0.192083333,2.628333333,0.204166667,0.55,2.65,121.125,4.0375,4.883333333,104.3333333,4.295833333,5.2125,1023.704167,1023.7625,5.375,6.883333333
01/07/2011,1,49.91,124.99,14,0.723333333,4.0925,0.729166667,1.95,4.154166667,214,8.525,10.5125,209.9583333,8.820833333,10.96666667,1013.479167,1013.358333,6.758333333,7.6375
01/07/2012,1,49.91,124.99,14,0.908333333,4.708333333,0.916666667,2.570833333,4.745833333,114.5833333,9.458333333,11.20833333,110.8333333,9.35,11.24166667,1026.516667,1026.3625,-51.3,7.466666667
01/07/2013,1.52173913,49.91,124.99,14,1.103478261,9.191304348,1.056521739,1.873913043,5.043478261,155.6086957,8.147826087,9.782608696,154.8695652,8.391304348,10.22173913,1011,1011,5.247826087,6.982608696
01/07/2014,3.25,49.91,124.99,14,0.286666667,19.51791667,0.254166667,0.4875,3.754166667,189.125,2.95,3.925,154.0833333,3.125,4.191666667,1017.920833,1017.920833,4.741666667,7.058333333
01/07/2015,1.25,49.91,124.99,14,0.090416667,14.565,0.108333333,0.15,4.120833333,283.0416667,2.15,2.770833333,0,0,0,1026.779167,1026.770833,6.654166667,7.408333333
01/07/2016,2.25,49.91,124.99,14,0.10125,16.095,0.095833333,0.216666667,4.954166667,249.125,2.25,3.025,251.8333333,2.416666667,3.229166667,1011.2,1011.195833,3.529166667,6.395833333
01/07/2017,2.625,49.91,124.99,14,1.407916667,17.80416667,1.270833333,2.808333333,4.975,126.7083333,8.958333333,11.36666667,129.75,9.258333333,11.8,1012.145833,1012.1375,4.6375,7.541666667
01/07/2018,2.636363636,49.91,124.99,14,0.887727273,18.90181818,0.809090909,1.563636364,3.790909091,119.4090909,8.631818182,10.32727273,125.9090909,9.172727273,10.98181818,1017.595455,1017.563636,6.118181818,7.145454545
01/07/2019,4,49.91,124.99,14,0.425833333,28.20333333,0.308333333,1.0375,2.970833333,241.9583333,5.441666667,6.875,221.0416667,5.829166667,7.391666667,1009.975,1009.941667,5.3625,8.0375
01/07/2020,2.5,49.91,124.99,14,0.505,22.1325,0.470833333,1.083333333,3.441666667,182.875,4.941666667,6.283333333,0,0,0,1008.520833,1008.520833,6.508333333,8.895833333
01/07/2021,0,49.91,124.99,14,10000,10000,0.408333333,1.079166667,3.1625,142.125,5.154166667,6.391666667,0,0,0,1021.754167,1021.758333,7.108333333,-51.3
01/07/2022,0,49.91,124.99,14,10000,10000,0.622222222,1.572222222,4.255555556,330.5,7.533333333,9.144444444,0,0,0,994.9222222,994.8944444,1.994444444,-51.3
01/08/2005,1,49.91,124.99,14,0.255,2.756666667,0.254166667,0.4875,2.770833333,265.0833333,5.725,7.470833333,259.875,5.829166667,7.604166667,993.525,993.4791667,0.275,6.325
01/08/2006,1,49.91,124.99,14,0.717916667,4.189583333,0.716666667,1.3125,4.1875,174.625,6.941666667,8.754166667,169.625,6.891666667,8.7375,1014.266667,1013.9875,7.383333333,8.058333333
01/08/2007,2.375,49.91,124.99,14,0.17875,3.894583333,0.3875,0.929166667,2.979166667,247.9166667,6.070833333,7.4625,248.25,6.4125,7.945833333,1032.7625,1032.85,5.8875,7.608333333
01/08/2008,1.130434783,49.91,124.99,14,1.763043478,5.752608696,1.769565217,3.560869565,5.795652174,108.7826087,11.66086957,14.17826087,112.0869565,12.15652174,14.84347826,1000.947826,1000.908696,4.595652174,7.352173913
01/08/2009,1,49.91,124.99,14,0.564166667,3.64625,0.570833333,1.291666667,3.475,253.6666667,6.916666667,8.729166667,240.5416667,7.308333333,9.254166667,1005.1375,1005.191667,6.704166667,6.9375
01/08/2010,1,49.91,124.99,14,0.37,3.631818182,0.368181818,0.795454545,3.554545455,147.4545455,4.2,5.3,131.3636364,4.490909091,5.672727273,1017.431818,1017.472727,5.65,6.872727273
01/08/2011,1,49.91,124.99,14,0.13125,2.605416667,0.141666667,0.583333333,2.533333333,294.0416667,4.058333333,5.108333333,286.75,4.041666667,5.258333333,1017.716667,1017.5875,4.404166667,7.295833333
01/08/2012,1,49.91,124.99,14,1.319166667,5.331666667,1.320833333,3.308333333,5.375,122.7916667,10.9375,13.3375,124.625,11.32916667,14.04166667,1024.325,1024.183333,-51.3,7.604166667
01/08/2013,2.695652174,49.91,124.99,14,0.333913043,13.35869565,0.313043478,0.547826087,3.57826087,160.9565217,5.508695652,6.652173913,159.4347826,5.686956522,6.926086957,1015.704348,1015.704348,4.743478261,7.034782609
01/08/2014,2.434782609,49.91,124.99,14,1.263478261,16.16608696,1.169565217,2.508695652,4.904347826,165.9565217,9.62173913,11.89565217,136.4782609,10.00869565,12.46956522,1009.786957,1009.786957,7.517391304,7.317391304
01/08/2015,2.625,49.91,124.99,14,0.052083333,8.28375,0.0125,0.1,6.245833333,247.9166667,1.491666667,2.4125,0,0,0,1024.795833,1024.783333,3.9,7.141666667
